03111,   1 , 1,026,0311,6
03111,   1 , 1,091,0311,74
03111,   1 , 1,177,0311,3
03111,   1 , 1,198,0311,2
03111,   1 , 1,258,0311,5
03111,   1 , 1,298,0311,9
03111,   1 , 1,305,0311,75
03111,   1 , 1,X12,0311,73
03111,   1 , 1,X33,0311,10
03111,   1 , 1,X34,0311,8
03111,   2 , 1,026,0321,14
03111,   2 , 1,156,0321,76
03111,   2 , 1,177,0321,77
03111,   2 , 1,188,0321,15
03111,   2 , 1,198,0321,13
03111,   2 , 1,X05,0321,12
03111,   2 , 1,X07,0321,11
03111,   3 , 1,091,0331,79
03111,   3 , 1,177,0331,16
03111,   3 , 1,198,0331,19
03111,   3 , 1,217,0331,18
03111,   3 , 1,302,0331,81
03111,   3 , 1,303,0331,80
03111,   3 , 1,X02,0331,17
03111,   3 , 1,X12,0331,78
03111,   4 , 1,177,0341,21
03111,   4 , 1,191,0341,83
03111,   4 , 1,303,0341,82
03111,   4 , 1,X00,0341,20
03111,   4 , 1,X25,0341,84
03111,   5 , 1,091,0351,25
03111,   5 , 1,198,0351,22
03111,   5 , 1,302,0351,85
03111,   5 , 1,303,0351,86
03111,   5 , 1,308,0351,88
03111,   5 , 1,X12,0351,23
03111,   5 , 1,X36,0351,87
03111,   6 , 1,026,0361,37
03111,   6 , 1,091,0361,39
03111,   6 , 1,179,0361,38
03111,   6 , 1,303,0361,90
03111,   6 , 1,309,0361,91
03111,   6 , 1,X07,0361,36
03111,   6 , 1,X12,0361,89
03111,   7 , 1,091,0371,43
03111,   7 , 1,198,0371,40
03111,   7 , 1,305,0371,92
03111,   7 , 1,X12,0371,41
03111,   7 , 1,X33,0371,42
03111,   8 , 1,092,0381,47
03111,   8 , 1,198,0381,46
03111,   8 , 1,298,0381,44
03111,   8 , 1,X12,0381,93
03111,   8 , 1,X33,0381,48
03111,   8 , 1,X34,0381,45
03111,   9 , 1,004,0391,53
03111,   9 , 1,022,0391,51
03111,   9 , 1,131,0391,49
03111,   9 , 1,177,0391,96
03111,   9 , 1,310,0391,52
03111,   9 , 1,X07,0391,94
03111,   9 , 1,X12,0391,55
03111,   9 , 1,X33,0391,54
03111,   9 , 1,X37,0391,50
03111,  10 , 1,225,03101,56
03111,  10 , 1,241,03101,57
03111,  10 , 1,X02,03101,58
03111,  11 , 1,091,03111,61
03111,  11 , 1,156,03111,62
03111,  11 , 1,198,03111,59
03111,  11 , 1,302,03111,65
03111,  11 , 1,X12,03111,60
03111,  12 , 1,091,03121,72
03111,  12 , 1,177,03121,66
03111,  12 , 1,198,03121,67
03111,  12 , 1,201,03121,70
03111,  12 , 1,218,03121,68
03111,  12 , 1,302,03121,69
03111,  12 , 1,X12,03121,71
03111,  13 , 1,091,03131,98
03111,  13 , 1,198,03131,99
03111,  13 , 1,201,03131,100
03111,  13 , 1,218,03131,101
03111,  13 , 1,301,03131,102
03111,  13 , 1,X12,03131,97
03111,  14 , 1,091,03141,104
03111,  14 , 1,179,03141,106
03111,  14 , 1,198,03141,105
03111,  14 , 1,X12,03141,103
03111,  14 , 1,X35,03141,107
03111,  15 , 1,091,03151,109
03111,  15 , 1,198,03151,110
03111,  15 , 1,303,03151,111
03111,  15 , 1,X12,03151,108
03111,  16 , 1,091,03161,113
03111,  16 , 1,179,03161,116
03111,  16 , 1,198,03161,115
03111,  16 , 1,303,03161,114
03111,  16 , 1,X12,03161,112
03111,  17 , 1,091,03171,120
03111,  17 , 1,177,03171,117
03111,  17 , 1,179,03171,121
03111,  17 , 1,198,03171,118
03111,  17 , 1,218,03171,119
03111,  18 , 1,091,03181,123
03111,  18 , 1,096,03181,5
03111,  18 , 1,198,03181,124
03111,  18 , 1,302,03181,125
03111,  18 , 1,303,03181,126
03111,  18 , 1,X12,03181,122
03111,  19 , 1,091,03191,127
03111,  19 , 1,177,03191,130
03111,  19 , 1,198,03191,129
03111,  19 , 1,201,03191,131
03111,  19 , 1,X12,03191,128
03111,  20 , 1,091,03201,133
03111,  20 , 1,177,03201,3
03111,  20 , 1,199,03201,136
03111,  20 , 1,218,03201,134
03111,  20 , 1,301,03201,135
03111,  20 , 1,X25,03201,4
03111,  21 , 1,303,03211,137
03111,  21 , 1,307,03211,140
03111,  21 , 1,X25,03211,139
03111,  21 , 1,X36,03211,138
03111,  22 , 1,091,03221,163
03111,  22 , 1,198,03221,164
03111,  22 , 1,303,03221,165
03111,  22 , 1,X12,03221,162
03111,  23 , 1,091,03231,142
03111,  23 , 1,177,03231,144
03111,  23 , 1,198,03231,143
03111,  23 , 1,218,03231,145
03111,  23 , 1,X12,03231,141
03111,  24 , 1,091,03241,146
03111,  24 , 1,177,03241,148
03111,  24 , 1,198,03241,147
03111,  24 , 1,199,03241,150
03111,  24 , 1,218,03241,149
03111,  24 , 1,302,03241,151
03111,  25 , 1,091,03251,152
03111,  25 , 1,111,03251,155
03111,  25 , 1,198,03251,153
03111,  25 , 1,310,03251,156
03111,  25 , 1,X33,03251,154
03111,  26 , 1,091,03261,157
03111,  26 , 1,153,03261,160
03111,  26 , 1,177,03261,2
03111,  26 , 1,198,03261,1
03111,  26 , 1,218,03261,159
03111,  26 , 1,302,03261,161
03111,  26 , 1,X12,03261,158
03111,  27 , 1,091,03271,166
03111,  27 , 1,179,03271,169
03111,  27 , 1,198,03271,167
03111,  27 , 1,303,03271,168
03111,  28 , 1,091,03281,170
03111,  28 , 1,177,03281,173
03111,  28 , 1,198,03281,172
03111,  28 , 1,218,03281,174
03111,  28 , 1,X12,03281,171
03111,  28 , 1,X33,03281,175
03111,  29 , 1,091,03291,180
03111,  29 , 1,179,03291,178
03111,  29 , 1,198,03291,177
03111,  29 , 1,303,03291,181
03111,  29 , 1,305,03291,182
03111,  29 , 1,X12,03291,179
03111,  30 , 1,091,03301,184
03111,  30 , 1,198,03301,186
03111,  30 , 1,X12,03301,183
03111,  30 , 1,X35,03301,185
03111,  31 , 1,183,03311,191
03111,  31 , 1,198,03311,193
03111,  31 , 1,305,03311,192
03111,  31 , 1,310,03311,188
03111,  31 , 1,X12,03311,187
03111,  31 , 1,X25,03311,190
03111,  31 , 1,X37,03311,189
03111,  32 , 1,091,03321,195
03111,  32 , 1,198,03321,196
03111,  32 , 1,X12,03321,194
03111,  32 , 1,X35,03321,197
03111,  33 , 1,179,03331,198
03111,  33 , 1,191,03331,200
03111,  33 , 1,303,03331,199
03111,  33 , 1,X25,03331,201
03111,  34 , 1,179,03341,204
03111,  34 , 1,198,03341,203
03111,  34 , 1,303,03341,205
03111,  35 , 1,091,03351,207
03111,  35 , 1,179,03351,212
03111,  35 , 1,198,03351,208
03111,  35 , 1,218,03351,211
03111,  35 , 1,303,03351,210
03111,  35 , 1,305,03351,209
03111,  35 , 1,X12,03351,206
03111,  36 , 1,091,03361,214
03111,  36 , 1,179,03361,216
03111,  36 , 1,198,03361,215
03111,  36 , 1,X12,03361,213
03111,  37 , 1,091,03371,218
03111,  37 , 1,198,03371,219
03111,  37 , 1,218,03371,221
03111,  37 , 1,303,03371,220
03111,  37 , 1,305,03371,222
03111,  37 , 1,X12,03371,217
03111,  38 , 1,091,03381,226
03111,  38 , 1,179,03381,223
03111,  38 , 1,191,03381,224
03111,  38 , 1,198,03381,225
03111,  38 , 1,303,03381,228
03111,  38 , 1,X12,03381,227
03111,  39 , 1,091,03391,230
03111,  39 , 1,177,03391,232
03111,  39 , 1,198,03391,231
03111,  39 , 1,305,03391,233
03111,  39 , 1,X12,03391,229
03111,  40 , 1,091,03401,235
03111,  40 , 1,179,03401,238
03111,  40 , 1,198,03401,236
03111,  40 , 1,302,03401,237
03111,  40 , 1,X12,03401,234
03111,  41 , 1,091,03411,240
03111,  41 , 1,179,03411,244
03111,  41 , 1,191,03411,245
03111,  41 , 1,198,03411,241
03111,  41 , 1,218,03411,242
03111,  41 , 1,305,03411,243
03111,  41 , 1,X12,03411,239
03111,  42 , 1,179,03421,248
03111,  42 , 1,191,03421,249
03111,  42 , 1,198,03421,247
03111,  42 , 1,X12,03421,246
