03111,   1 , 1,0311,\N,\N,\N,\N,\N,\N,1,12,27,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,1,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,8.0000000000000000e+01,3,\N,3,1,1,188, 1,\N,96,10,19\,0000,3,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.6800000000000000e+02,5.2940000000000000e+03,5.4900000000000002e+00,1.0848999999999999e+02,2.2600000000000000e+02,7,Prova particella 1,\N,\N,\N,20
03111,   2 , 1,0321,\N,\N,\N,\N,\N,\N,1,12,27,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,3,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,9.0000000000000000e+01,4,\N,2,2,1,001, 1,\N,96,10,\N,3,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.1700000000000000e+02,7.3250000000000000e+03,6.1900000000000004e+00,1.4297000000000000e+02,2.5400000000000000e+02,7,Prova particella 2,\N,\N,\N,18
03111,   3 , 1,0331,\N,\N,\N,\N,\N,\N,1,12,32,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,1,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,8.0000000000000000e+01,3,\N,3,2,1,188, 1,\N,96,18,\N,3,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.0200000000000000e+02,3.7560000000000000e+03,5.9600000000000000e+00,7.4079999999999998e+01,2.5400000000000000e+02,7,Prova particella 3,\N,\N,\N,17
03111,   4 , 1,0341,\N,\N,\N,\N,\N,\N,1,12,32,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,1,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,7.0000000000000000e+01,3,\N,2,1,1,188, 1,\N,96,\N,\N,2,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.8000000000000000e+02,3.7230000000000000e+03,2.2000000000000002e+00,4.5500000000000000e+01,2.2600000000000000e+02,7,\N,\N,\N,\N,24
03111,   5 , 1,0351,\N,\N,\N,\N,\N,\N,1,12,27,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,2,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,9.0000000000000000e+01,3,\N,3,2,1,188, 1,\N,96,18,\N,2,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.4200000000000000e+02,8.2460000000000000e+03,6.3499999999999996e+00,1.5312000000000000e+02,2.7500000000000000e+02,6,\N,\N,\N,\N,16
03111,   6 , 1,0361,\N,\N,\N,\N,\N,\N,1,12,27,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,2,3,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,9.0000000000000000e+01,4,\N,3,1,1,188, 1,\N,96,18,\N,2,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.8000000000000000e+02,1.1812000000000000e+04,7.2400000000000002e+00,2.2494999999999999e+02,3.2500000000000000e+02,5,\N,\N,\N,\N,19
03111,   7 , 1,0371,\N,\N,\N,\N,\N,\N,1,12,31,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,2,1,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,8.5000000000000000e+01,3,\N,3,1,\N,188, 1,\N,96,10,\N,3,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2.7600000000000000e+02,3.6780000000000000e+03,4.1100000000000003e+00,5.4659999999999997e+01,2.7500000000000000e+02,6,\N,\N,\N,\N,21
03111,   8 , 1,0381,\N,\N,\N,\N,\N,\N,1,12,27,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,3,1,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,9.0000000000000000e+01,3,\N,3,2,1,188, 1,\N,96,10,\N,3,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.9700000000000000e+02,4.4990000000000000e+03,2.8599999999999999e+00,6.5239999999999995e+01,2.2600000000000000e+02,7,\N,20,\N,\N,22
03111,   9 , 1,0391,\N,\N,\N,\N,\N,\N,1,1, 4,\N,\N,\N,\N,3,\N,\N,\N,\N,\N,4,4,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,2,2,7.0000000000000000e+01,2,\N,2,2,2,\N, 7,\N,03,\N,\N,3,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.1500000000000000e+02,2.3080000000000000e+03,\N,\N,\N,8,\N,\N,\N,\N,25
03111,  10 , 1,03101,\N,\N,\N,\N,\N,\N,1,1, 3,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,\N,\N,\N,0.00000000e+00,0.00000000e+00,0,1,2,7.0000000000000000e+01,2,\N,2,2,2,\N, 7,\N,03,\N,\N,4,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.5000000000000000e+01,1.3900000000000000e+02,\N,\N,\N,9,\N,\N,\N,\N,26
