"03111","  26 "," 1","072","03261",1
"03111","  26 "," 1","143","03261",2
"03111","  26 "," 1","347","03261",4
"03111","  27 "," 1","027","03271",70
"03111","  27 "," 1","072","03271",69
"03111","  27 "," 1","258","03271",71
"03111","  27 "," 1","347","03271",72
"03111","  27 "," 1","350","03271",158
"03111","  28 "," 1","027","03281",73
"03111","  28 "," 1","072","03281",74
"03111","  28 "," 1","258","03281",75
"03111","  28 "," 1","274","03281",77
"03111","  28 "," 1","347","03281",76
"03111","  29 "," 1","027","03291",79
"03111","  29 "," 1","072","03291",78
"03111","  29 "," 1","258","03291",80
"03111","  29 "," 1","347","03291",81
"03111","  30 "," 1","027","03301",119
"03111","  30 "," 1","072","03301",120
"03111","  30 "," 1","143","03301",121
"03111","  30 "," 1","258","03301",159
"03111","  30 "," 1","347","03301",160
"03111","  31 "," 1","072","03311",122
"03111","  31 "," 1","143","03311",124
"03111","  31 "," 1","289","03311",123
"03111","  32 "," 1","072","03321",125
"03111","  32 "," 1","143","03321",126
"03111","  32 "," 1","289","03321",128
"03111","  32 "," 1","303","03321",127
"03111","  33 "," 1","027","03331",129
"03111","  33 "," 1","143","03331",130
"03111","  33 "," 1","258","03331",161
"03111","  33 "," 1","289","03331",131
"03111","  34 "," 1","027","03341",132
"03111","  34 "," 1","258","03341",162
"03111","  34 "," 1","289","03341",133
"03111","  34 "," 1","347","03341",163
"03111","  35 "," 1","027","03351",82
"03111","  35 "," 1","072","03351",83
"03111","  35 "," 1","258","03351",84
"03111","  35 "," 1","347","03351",85
"03111","  36 "," 1","027","03361",135
"03111","  36 "," 1","072","03361",134
"03111","  36 "," 1","303","03361",136
"03111","  37 "," 1","027","03371",86
"03111","  37 "," 1","072","03371",87
"03111","  37 "," 1","258","03371",88
"03111","  37 "," 1","347","03371",89
"03111","  38 "," 1","027","03381",137
"03111","  38 "," 1","258","03381",138
"03111","  38 "," 1","347","03381",139
"03111","  39 "," 1","027","03391",140
"03111","  39 "," 1","258","03391",141
"03111","  39 "," 1","347","03391",142
"03111","  40 "," 1","027","03401",143
"03111","  40 "," 1","258","03401",144
"03111","  40 "," 1","347","03401",145
"03111","  41 "," 1","027","03411",146
"03111","  41 "," 1","258","03411",147
"03111","  41 "," 1","347","03411",148
"03111","  42 "," 1","027","03421",149
"03111","  42 "," 1","258","03421",151
"03111","  42 "," 1","347","03421",150
