"03111","   1 "," 1","072","0311",63
"03111","   1 "," 1","101","0311",68
"03111","   1 "," 1","138","0311",64
"03111","   1 "," 1","274","0311",67
"03111","   1 "," 1","280","0311",65
"03111","   1 "," 1","347","0311",66
"03111","   2 "," 1","027","0321",60
"03111","   2 "," 1","072","0321",59
"03111","   2 "," 1","258","0321",61
"03111","   2 "," 1","347","0321",62
"03111","   3 "," 1","027","0331",55
"03111","   3 "," 1","072","0331",54
"03111","   3 "," 1","138","0331",56
"03111","   3 "," 1","258","0331",57
"03111","   3 "," 1","347","0331",58
"03111","   4 "," 1","027","0341",90
"03111","   4 "," 1","258","0341",91
"03111","   4 "," 1","347","0341",92
"03111","   5 "," 1","027","0351",53
"03111","   5 "," 1","072","0351",50
"03111","   5 "," 1","258","0351",52
"03111","   5 "," 1","347","0351",51
"03111","   6 "," 1","027","0361",46
"03111","   6 "," 1","072","0361",45
"03111","   6 "," 1","258","0361",49
"03111","   6 "," 1","281","0361",48
"03111","   6 "," 1","347","0361",47
"03111","   7 "," 1","072","0371",40
"03111","   7 "," 1","101","0371",43
"03111","   7 "," 1","138","0371",41
"03111","   7 "," 1","347","0371",42
"03111","   8 "," 1","072","0381",36
"03111","   8 "," 1","141","0381",37
"03111","   8 "," 1","280","0381",39
"03111","   8 "," 1","347","0381",38
"03111","   9 "," 1","072","0391",93
"03111","   9 "," 1","289","0391",95
"03111","   9 "," 1","303","0391",96
"03111","   9 "," 1","309","0391",94
"03111","  10 "," 1","027","03101",100
"03111","  10 "," 1","072","03101",97
"03111","  10 "," 1","289","03101",98
"03111","  10 "," 1","309","03101",99
"03111","  11 "," 1","027","03111",102
"03111","  11 "," 1","072","03111",101
"03111","  11 "," 1","309","03111",103
"03111","  12 "," 1","027","03121",33
"03111","  12 "," 1","072","03121",32
"03111","  12 "," 1","300","03121",34
"03111","  12 "," 1","347","03121",35
"03111","  13 "," 1","027","03131",29
"03111","  13 "," 1","072","03131",28
"03111","  13 "," 1","258","03131",30
"03111","  13 "," 1","347","03131",31
"03111","  14 "," 1","027","03141",104
"03111","  14 "," 1","138","03141",107
"03111","  14 "," 1","258","03141",105
"03111","  14 "," 1","347","03141",106
"03111","  15 "," 1","027","03151",108
"03111","  15 "," 1","138","03151",111
"03111","  15 "," 1","258","03151",109
"03111","  15 "," 1","347","03151",110
"03111","  16 "," 1","027","03161",112
"03111","  16 "," 1","138","03161",115
"03111","  16 "," 1","258","03161",113
"03111","  16 "," 1","347","03161",114
"03111","  17 "," 1","027","03171",26
"03111","  17 "," 1","072","03171",27
"03111","  18 "," 1","027","03181",21
"03111","  18 "," 1","138","03181",24
"03111","  18 "," 1","258","03181",22
"03111","  18 "," 1","289","03181",23
"03111","  18 "," 1","347","03181",25
"03111","  19 "," 1","027","03191",17
"03111","  19 "," 1","258","03191",18
"03111","  19 "," 1","347","03191",19
"03111","  19 "," 1","350","03191",20
"03111","  20 "," 1","027","03201",15
"03111","  20 "," 1","280","03201",16
"03111","  21 "," 1","027","03211",116
"03111","  21 "," 1","258","03211",117
"03111","  21 "," 1","347","03211",118
"03111","  22 "," 1","027","03221",152
"03111","  22 "," 1","031","03221",156
"03111","  22 "," 1","072","03221",151
"03111","  22 "," 1","138","03221",157
"03111","  22 "," 1","258","03221",153
"03111","  22 "," 1","347","03221",154
"03111","  22 "," 1","350","03221",155
"03111","  23 "," 1","027","03231",11
"03111","  23 "," 1","072","03231",10
"03111","  23 "," 1","143","03231",12
"03111","  23 "," 1","280","03231",13
"03111","  23 "," 1","347","03231",14
"03111","  24 "," 1","027","03241",9
"03111","  24 "," 1","072","03241",8
"03111","  25 "," 1","027","03251",5
"03111","  25 "," 1","072","03251",6
"03111","  25 "," 1","143","03251",7
"03111","  26 "," 1","027","03261",3
