"03111","   1 "," 1","0311",,,,,,,"1","12","27",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","1","1","188"," 1",,"96","10","19,0000","3","1",,,,,,,,,,,,,2.6800000000000000e+02,5.2940000000000000e+03,5.4900000000000002e+00,1.0848999999999999e+02,2.2600000000000000e+02,"7","Prova particella 1",,,,20
"03111","   2 "," 1","0321",,,,,,,"1","12","27",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"4",,"2","2","1","001"," 1",,"96","10",,"3","1",,,,,,,,,,,,,3.1700000000000000e+02,7.3250000000000000e+03,6.1900000000000004e+00,1.4297000000000000e+02,2.5400000000000000e+02,"7","Prova particella 2",,,,18
"03111","   3 "," 1","0331",,,,,,,"1","12","32",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","18",,"3","1",,,,,,,,,,,,,3.0200000000000000e+02,3.7560000000000000e+03,5.9600000000000000e+00,7.4079999999999998e+01,2.5400000000000000e+02,"7","Prova particella 3",,,,17
"03111","   4 "," 1","0341",,,,,,,"1","12","32",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"3",,"2","1","1","188"," 1",,"96",,,"2","2",,,,,,,,,,,,,1.8000000000000000e+02,3.7230000000000000e+03,2.2000000000000002e+00,4.5500000000000000e+01,2.2600000000000000e+02,"7",,,,,24
"03111","   5 "," 1","0351",,,,,,,"1","12","27",,,,,"1",,,,,,"3","2",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","18",,"2","1",,,,,,,,,,,,,3.4200000000000000e+02,8.2460000000000000e+03,6.3499999999999996e+00,1.5312000000000000e+02,2.7500000000000000e+02,"6",,,,,16
"03111","   6 "," 1","0361",,,,,,,"1","12","27",,,,,"1",,,,,,"2","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"4",,"3","1","1","188"," 1",,"96","18",,"2","1",,,,,,,,,,,,,3.8000000000000000e+02,1.1812000000000000e+04,7.2400000000000002e+00,2.2494999999999999e+02,3.2500000000000000e+02,"5",,,,,19
"03111","   7 "," 1","0371",,,,,,,"1","12","31",,,,,"1",,,,,,"2","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.5000000000000000e+01,"3",,"3","1",,"188"," 1",,"96","10",,"3","1",,,,,,,,,,,,,2.7600000000000000e+02,3.6780000000000000e+03,4.1100000000000003e+00,5.4659999999999997e+01,2.7500000000000000e+02,"6",,,,,21
"03111","   8 "," 1","0381",,,,,,,"1","12","27",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","10",,"3","2",,,,,,,,,,,,,1.9700000000000000e+02,4.4990000000000000e+03,2.8599999999999999e+00,6.5239999999999995e+01,2.2600000000000000e+02,"7",,"20",,,22
"03111","   9 "," 1","0391",,,,,,,"1","1"," 4",,,,,"3",,,,,,"4","4",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"2",,"2","2","2",," 7",,"03",,,"3","2",,,,,,,,,,,,,1.1500000000000000e+02,2.3080000000000000e+03,,,,"8",,,,,25
"03111","  10 "," 1","03101",,,,,,,"1","1"," 3",,,,,,,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"1","2",7.0000000000000000e+01,"2",,"2","2","2",," 7",,"03",,,"4","2",,,,,,,,,,,,,1.5000000000000000e+01,1.3900000000000000e+02,,,,"9",,,,,26
"03111","  11 "," 1","03111",,,,,,,"1","12","32",,,,,"1",,,,,,"4","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","08",,"2","2",,,,,,,,,,,,,1.5500000000000000e+02,1.5780000000000000e+03,1.8999999999999999e+00,1.9340000000000000e+01,2.2600000000000000e+02,"7",,,,,27
"03111","  12 "," 1","03121",,,,,,,"1","12","27",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"2","2","1","188"," 1",,"96","10",,"2","1",,,,,,,,,,,,,3.2300000000000000e+02,4.9510000000000000e+03,6.2300000000000004e+00,9.5599999999999994e+01,,"7",,,,,14
"03111","  13 "," 1","03131",,,,,,,"1","12","27",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"2","1","1","188"," 1",,"96","10",,"2","2",,,,,,,,,,,,,4.1200000000000000e+02,5.2490000000000000e+03,8.1199999999999992e+00,1.0345000000000000e+02,2.9200000000000000e+02,"6",,,,,15
"03111","  14 "," 1","03141",,,,,,,"1","5","28",,,,,"1",,,,,,"4","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","1","1","188"," 7",,,,,,,,,,,,,,,,,,,1.2000000000000000e+02,3.0820000000000000e+03,,,,"8",,"01",,,28
"03111","  15 "," 1","03151",,,,,,,"1","11","32",,,,,"1",,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",6.0000000000000000e+01,"2",,"2","1","2","188"," 7",,"01",,,,,,,,,,,,,,,,,1.4500000000000000e+02,3.4210000000000000e+03,,,,"8",,"01",,,29
