"03111","  16 "," 1","03161",,,,,,,"1","11","32",,,,,"1",,,,,,"4","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"2",,"2","1","2","188"," 7",,"01",,,,,,,,,,,,,,,,,1.6000000000000000e+02,2.7040000000000000e+03,,,,"8",,"01",,,30
"03111","  17 "," 1","03171",,,,,,,"1","12","28",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.5000000000000000e+01,"3",,"2","2","1","188"," 1",,"96","10",,"3","2",,,,,,,,,,,,,2.6200000000000000e+02,3.9760000000000000e+03,6.0800000000000001e+00,9.2140000000000001e+01,2.5400000000000000e+02,"7",,"01",,,13
"03111","  18 "," 1","03181",,,,,,,"1","12","29",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"3",,"3","1","1","188"," 1",,"96","18",,"4","2",,,,,,,,,,,,,1.5100000000000000e+02,5.1440000000000000e+03,2.2999999999999998e+00,7.8340000000000003e+01,2.2600000000000000e+02,"7",,"01",,,11
"03111","  19 "," 1","03191",,,,,,,"1","12","28",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","1","1","188"," 1",,"96","09",,"3","2",,,,,,,,,,,,,2.3000000000000000e+02,2.3400000000000000e+03,5.0499999999999998e+00,5.1409999999999997e+01,2.5400000000000000e+02,"7",,"01",,,12
"03111","  20 "," 1","03201",,,,,,,"1","12","29",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"3","1","1","188"," 1",,"96","08",,"4","2",,,,,,,,,,,,,4.4600000000000000e+02,1.7930000000000000e+03,7.8799999999999999e+00,3.1660000000000000e+01,2.9200000000000000e+02,"6",,,,,10
"03111","  21 "," 1","03211",,,,,,,"1","11","11",,,,,"1",,,,,,"4","4",,,,0.00000000e+00,0.00000000e+00,0,"1","2",6.0000000000000000e+01,,,"2","1","2","146"," 7",,"01",,,,,,,,,,,,,,,,,8.5000000000000000e+01,1.0370000000000000e+03,,,,"9",,"01",,,31
"03111","  22 "," 1","03221",,,,,,,"1","12","28",,,,,"1",,,,,,"3","4",,,,0.00000000e+00,0.00000000e+00,0,"2","2",6.5000000000000000e+01,"2",,"3","2","1","188"," 1",,"96","08",,"3","2",,,,,,,,,,,,,1.8000000000000000e+02,5.5290000000000000e+03,1.5000000000000000e+00,4.6070000000000000e+01,,"8",,,,,7
"03111","  23 "," 1","03231",,,,,,,"1","12","27",,,,,"1",,,,,,"4","4",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","2","1","001"," 1",,"96","18",,"3","2",,,,,,,,,,,,,3.2000000000000000e+02,5.1870000000000000e+03,6.3300000000000001e+00,1.0277000000000000e+02,2.9200000000000000e+02,"6",,"21",,,1
"03111","  24 "," 1","03241",,,,,,,"1","12","27",,,,,"1",,,,,,"2","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"4",,"3","2","1","001"," 1",,"96","10",,"3","2",,,,,,,,,,,,,3.6500000000000000e+02,8.9650000000000000e+03,5.3399999999999999e+00,1.3113999999999999e+02,2.9200000000000000e+02,"6",,"18","8,0000",,2
"03111","  25 "," 1","03251",,,,,,,"1","12","14",,,,,"1",,,,,,"3","2",,,,0.00000000e+00,0.00000000e+00,0,"2","1",,"4",,"2","2","1","188"," 1",,"96","10",,"3","2",,,,,,,,,,,,,2.4800000000000000e+02,3.3200000000000000e+03,3.9600000000000000e+00,5.3119999999999997e+01,2.2600000000000000e+02,"7",,,,,23
"03111","  26 "," 1","03261",,,,,,,"1","12","28",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"3","2",8.0000000000000000e+01,"3",,"3","1","1","001"," 1",,"96","18",,"3","2",,,,,,,,,,,,,4.9900000000000000e+02,1.0073000000000000e+04,6.2000000000000002e+00,1.2511000000000000e+02,3.2500000000000000e+02,"5",,"18",,,3
"03111","  27 "," 1","03271",,,,,,,"1","12","29",,,,,"1",,,,,,"4","4",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","18",,"3","2",,,,,,,,,,,,,2.8100000000000000e+02,5.1130000000000000e+03,5.0800000000000001e+00,9.2400000000000006e+01,2.2600000000000000e+02,"7",,,,,4
"03111","  28 "," 1","03281",,,,,,,"1","12","28",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"3","2",9.0000000000000000e+01,"3",,"3","1","1","001"," 1",,"96","08",,"3","2",,,,,,,,,,,,,3.4800000000000000e+02,9.2300000000000000e+03,5.1799999999999997e+00,1.3734000000000000e+02,2.9200000000000000e+02,"6",,"18",,,5
"03111","  29 "," 1","03291",,,,,,,"1","12","28",,,,,"1",,,,,,"3","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","1","1","188"," 1",,"96","18",,"3","2",,,,,,,,,,,,,2.3500000000000000e+02,5.5660000000000000e+03,2.9700000000000002e+00,7.0400000000000006e+01,2.2600000000000000e+02,"7",,,,,6
"03111","  30 "," 1","03301",,,,,,,"1","5","32",,,,,"1",,,,,,"5","4",,,,0.00000000e+00,0.00000000e+00,0,"1","2",7.0000000000000000e+01,"2",,"2","1","2","188"," 7",,,,,,,,,,,,,,,,,,,1.5000000000000000e+02,4.5780000000000000e+03,,,,"8",,"01",,,32
"03111","  31 "," 1","03311",,,,,,,"1","1"," 0","4",,,,"3",,,,,,"4","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"2","2","1",," 7",,"03",,,"4","2",,,,,,,,,,,,,3.0000000000000000e+01,3.2400000000000000e+02,,,,"9",,"01",,,33
"03111","  32 "," 1","03321",,,,,,,"1","5","32",,,,,"1",,,,,,"4","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"3",,"2","1","1",," 7",,,,,,,,,,,,,,,,,,,8.5000000000000000e+01,7.5600000000000000e+02,,,,"8",,"01",,,34
"03111","  33 "," 1","03331",,,,,,,"1","11","32",,,,,"1",,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"1","2",6.0000000000000000e+01,"2",,"2","1","2","188"," 7",,"01",,,,,,,,,,,,,,,,,1.0500000000000000e+02,2.6120000000000000e+03,,,,"9",,"01",,,35
"03111","  34 "," 1","03341",,,,,,,"1","11","32",,,,,"1",,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",,"2",,"2","1","1","188"," 7",,"01",,,,,,,,,,,,,,,,,1.7500000000000000e+02,3.9310000000000000e+03,,,,"8",,"01",,,36
"03111","  35 "," 1","03351",,,,,,,"1","12","29",,,,,"1",,,,,,"3","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",9.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","18",,"1","2",,,,,,,,,,,,,2.3200000000000000e+02,4.3590000000000000e+03,5.6600000000000001e+00,1.0637000000000000e+02,2.9200000000000000e+02,"6",,,,,8
"03111","  36 "," 1","03361",,,,,,,"1","11","27",,,,,"1",,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",6.0000000000000000e+01,"2",,"2","1","2","188"," 7",,"01",,,,,,,,,,,,,,,,,8.0000000000000000e+01,1.0810000000000000e+03,,,,"9",,"01",,,37
"03111","  37 "," 1","03371",,,,,,,"1","12","28",,,,,"1",,,,,,"3","4",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"3","2","1","188"," 1",,"96","18",,"2","2",,,,,,,,,,,,,2.6200000000000000e+02,5.2340000000000000e+03,3.6099999999999999e+00,7.1959999999999994e+01,2.9200000000000000e+02,"6",,,,,9
"03111","  38 "," 1","03381",,,,,,,"1","5","28",,,,,"1",,,,,,"5","3",,,,0.00000000e+00,0.00000000e+00,0,"2","2",6.0000000000000000e+01,"2",,"2","2","1","188"," 7",,,,,,,,,,,,,,,,,,,1.3000000000000000e+02,4.8670000000000000e+03,,,,"8",,"01",,,38
"03111","  39 "," 1","03391",,,,,,,"1","12","28",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"2","1","1","188"," 1",,"96",,,"2","2",,,,,,,,,,,,,2.0000000000000000e+02,5.5720000000000000e+03,2.2999999999999998e+00,6.4079999999999998e+01,2.2600000000000000e+02,"7",,"01",,,39
"03111","  40 "," 1","03401",,,,,,,"1","12","28",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"3",,"2","1","1","188"," 1",,"96","08",,"2","2",,,,,,,,,,,,,1.6000000000000000e+02,6.0310000000000000e+03,1.8000000000000000e+00,6.7849999999999994e+01,2.2600000000000000e+02,"7",,"01",,,40
"03111","  41 "," 1","03411",,,,,,,"1","12","29",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",7.0000000000000000e+01,"3",,"2","2","1","188"," 1",,"96","10",,"2","2",,,,,,,,,,,,,1.8500000000000000e+02,3.1460000000000000e+03,2.3999999999999999e+00,4.0820000000000000e+01,2.2600000000000000e+02,"7",,"01",,,41
"03111","  42 "," 1","03421",,,,,,,"1","12","29",,,,,"1",,,,,,"4","1",,,,0.00000000e+00,0.00000000e+00,0,"2","2",8.0000000000000000e+01,"3",,"2","2","1","188"," 1",,"96",,,"2","2",,,,,,,,,,,,,1.4500000000000000e+02,1.2890000000000000e+03,1.8000000000000000e+00,1.6000000000000000e+01,2.2600000000000000e+02,"7",,"01",,,42
