03111,   1 , 1,0311,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,20
03111,   2 , 1,0321,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,18
03111,   3 , 1,0331,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,17
03111,   4 , 1,0341,1,0.0000000000000000e+00,0.0000000000000000e+00,0,68,24
03111,   5 , 1,0351,1,0.0000000000000000e+00,0.0000000000000000e+00,0,65,16
03111,   6 , 1,0361,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,19
03111,   7 , 1,0371,1,0.0000000000000000e+00,0.0000000000000000e+00,0,65,21
03111,   8 , 1,0381,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,22
03111,   9 , 1,0391,1,0.0000000000000000e+00,0.0000000000000000e+00,0,24,25
03111,  10 , 1,03101,1,0.0000000000000000e+00,0.0000000000000000e+00,0,23,26
03111,  11 , 1,03111,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,27
03111,  12 , 1,03121,1,0.0000000000000000e+00,0.0000000000000000e+00,0,63,14
03111,  13 , 1,03131,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,15
03111,  14 , 1,03141,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,28
03111,  15 , 1,03151,1,0.0000000000000000e+00,0.0000000000000000e+00,0,67,29
03111,  16 , 1,03161,1,0.0000000000000000e+00,0.0000000000000000e+00,0,68,30
03111,  17 , 1,03171,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,13
03111,  18 , 1,03181,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,11
03111,  19 , 1,03191,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,12
03111,  20 , 1,03201,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,10
03111,  21 , 1,03211,1,0.0000000000000000e+00,0.0000000000000000e+00,0,73,31
03111,  22 , 1,03221,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,7
03111,  23 , 1,03231,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,1
03111,  24 , 1,03241,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,2
03111,  25 , 1,03251,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,23
03111,  26 , 1,03261,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,3
03111,  27 , 1,03271,1,0.0000000000000000e+00,0.0000000000000000e+00,0,66,4
03111,  28 , 1,03281,1,0.0000000000000000e+00,0.0000000000000000e+00,0,62,5
03111,  29 , 1,03291,1,0.0000000000000000e+00,0.0000000000000000e+00,0,65,6
03111,  30 , 1,03301,1,0.0000000000000000e+00,0.0000000000000000e+00,0,67,32
03111,  31 , 1,03311,1,0.0000000000000000e+00,0.0000000000000000e+00,0,24,33
03111,  32 , 1,03321,1,0.0000000000000000e+00,0.0000000000000000e+00,0,6501,34
03111,  33 , 1,03331,1,0.0000000000000000e+00,0.0000000000000000e+00,0,74,35
