20, 601b, 1,15,030,\N,{dd789185-11df-4c65-91ab-f93d18d6f759},\N,2
20, 601b, 1,50,063,\N,{91ad15d0-fc20-4036-ff9a-6183706c0639},\N,1
20, 601b, 1,1,092,\N,{a43ae32b-cfb3-49f1-abb9-877b226825bb},\N,6
20, 601b, 1,5,101,\N,{b196ae1d-3f6b-4394-56ba-3197feb16cd8},\N,5
20, 601b, 1,7,173,\N,{346a5b6c-3433-4369-93a5-b59ac8a9099a},\N,4
20, 601b, 1,7,185,\N,{bd6ec5bb-c1b4-4444-31b4-7a0c951471ce},\N,3
20, 602b, 1,20,030,\N,{f8263620-34ff-4c18-39aa-c0747ee8745b},\N,8
20, 602b, 1,35,063,\N,{a68de59e-a279-42f4-1ea6-6bc10d1cdfe5},\N,7
20, 602b, 1,5,101,\N,{45b0e00c-2fb8-44bf-0882-9bab22f47008},\N,11
20, 602b, 1,10,173,\N,{32b9186a-2cb8-4279-4597-019a4161d296},\N,10
20, 602b, 1,15,185,\N,{341ba45a-8b94-4070-2598-6e2198600543},\N,9
20, 603a, 1,40,030,\N,{3eae0a30-2453-4ad0-64ad-6c6180d37f6e},\N,12
20, 603a, 1,5,063,\N,{a6a63ae2-fe79-495b-41ab-003cac49ae40},\N,15
20, 603a, 1,15,104,\N,{df8b613c-f6d5-4d85-1c87-718e0aeddd18},\N,13
20, 603a, 1,20,185,\N,{03891f8b-8d4b-48f0-8fb0-28393f5b56e8},\N,14
20, 605a, 1,30,030,\N,{0d14d4c9-82b8-4357-7ea6-e347f19b4ef6},\N,16
20, 605a, 1,40,063,\N,{92777cb8-1a45-4803-5fab-d49405db4582},\N,18
20, 605a, 1,10,104,\N,{9075752a-8169-447f-ebab-6edea131096c},\N,17
20, 605a, 1,3,173,\N,{f9dfcf78-3956-4c6a-fab8-d59f06cc055e},\N,21
20, 605a, 1,10,185,\N,{1429b3b4-9269-4edc-288b-41118d07e607},\N,19
20, 605a, 1,2,210,\N,{6085e154-5aaf-4e85-7099-26c849c28e5c},\N,20
20, 606a, 1,20,030,\N,{f08fe314-9343-46db-408f-275f70278b09},\N,23
20, 606a, 1,50,063,\N,{7e146d50-e833-4fb1-d9ae-5914652b227d},\N,22
20, 606a, 1,5,104,\N,{79834ce5-7480-4881-99b0-6b7c988eef0b},\N,25
20, 606a, 1,5,173,\N,{aac074cd-3601-4876-31bc-f94e51d98a49},\N,26
20, 606a, 1,15,185,\N,{de9fc144-edc1-43ef-f5ac-566e5c008341},\N,24
20, 606a, 1,5,210,\N,{69c6417d-b64d-4099-a7be-9a70d35c2671},\N,27
20, 606b, 1,25,030,\N,{114dd39c-25f6-44c8-1faf-2a1b3bfaa57c},\N,29
20, 606b, 1,35,063,\N,{bb9e2e76-0587-4b43-bca2-942ae7136281},\N,28
20, 606b, 1,10,104,\N,{e8af9d59-6e8a-4879-12b8-2fc4544273bd},\N,30
20, 606b, 1,10,173,\N,{1f4f7fd3-f797-42e4-db88-8bfc88bada5d},\N,32
20, 606b, 1,20,185,\N,{035e1b52-ed5f-481a-5e8a-a49f78e13e30},\N,31
20,7776 , 1,20,001,\N,{f8263620-34ff-4c18-39aa-c0747ee8745b},\N,8
20,7776 , 1,10,103,\N,{32b9186a-2cb8-4279-4597-019a4161d296},\N,10
20,7776 , 1,15,109,\N,{341ba45a-8b94-4070-2598-6e2198600543},\N,9
20,7776 , 1,35,188,\N,{a68de59e-a279-42f4-1ea6-6bc10d1cdfe5},\N,7
20,7776 , 1,5,243,\N,{45b0e00c-2fb8-44bf-0882-9bab22f47008},\N,11
20,9999 , 1,20,001,\N,{f8263620-34ff-4c18-39aa-c0747ee8745b},\N,4
20,9999 , 1,10,103,\N,{32b9186a-2cb8-4279-4597-019a4161d296},\N,7
20,9999 , 1,15,109,\N,{341ba45a-8b94-4070-2598-6e2198600543},\N,8
20,9999 , 1,35,188,\N,{a68de59e-a279-42f4-1ea6-6bc10d1cdfe5},\N,5
20,9999 , 1,5,243,\N,{45b0e00c-2fb8-44bf-0882-9bab22f47008},\N,6
