20, 601b, 1,100,253,\N,{39850480-83ae-4b1f-c599-dcabe4c50863},\N,1
20, 602b, 1,2,175,\N,{92116f54-8571-4445-0485-41212dd407ce},\N,2
20, 602b, 1,8,253,\N,{e29b56a9-a650-49e6-7b91-d6e92d19adfb},\N,3
20, 603a, 1,50,030,\N,{f1a3c80c-4f51-4f82-34b0-e1ad0cd39342},\N,4
20, 603a, 1,30,185,\N,{32a3cbe5-5397-40ad-85a2-05621fc2660c},\N,6
20, 603a, 1,20,253,\N,{5f1f5579-c01b-483f-f781-7e282dd3763a},\N,5
20, 605a, 1,100,253,\N,{f398d6b1-1887-4cf8-b99c-8dbf93019466},\N,7
20, 606a, 1,80,202,\N,{e4c93835-5802-4f15-31b2-94c99c1f5662},\N,8
20, 606a, 1,20,253,\N,{1be8f4e5-97cf-4070-12b8-4fbb592626f0},\N,9
20, 606b, 1,10,030,\N,{dffaa3e5-0c22-4284-b0ac-7b76eaeaec27},\N,11
20, 606b, 1,4,104,\N,{53e53bc8-a014-4731-fdbd-0d53e8ae6c0f},\N,12
20, 606b, 1,2,173,\N,{1e5068da-4284-447b-d5be-f84bf40aef20},\N,14
20, 606b, 1,3,185,\N,{dad6afb2-32cc-46ba-729a-15103cf19edf},\N,13
20, 606b, 1,20,202,\N,{6035d14e-009e-4c56-debd-0048b3728bef},\N,16
20, 606b, 1,1,241,\N,{ebb03a53-e8cf-4033-ccbf-4afa71a45e12},\N,15
20, 606b, 1,60,253,\N,{22516bf6-2931-4016-e997-1aeea671f7bd},\N,10
20,7776 , 1,2,001,\N,{92116f54-8571-4445-0485-41212dd407ce},\N,2
20,7776 , 1,8,188,\N,{e29b56a9-a650-49e6-7b91-d6e92d19adfb},\N,3
20,9999 , 1,2,001,\N,{92116f54-8571-4445-0485-41212dd407ce},\N,2
20,9999 , 1,8,188,\N,{e29b56a9-a650-49e6-7b91-d6e92d19adfb},\N,3
